filename,subject_id,attr_eye_height_ratio,attr_eye_width_ratio,attr_eye_aspect_ratio,attr_eye_tilt_deg,attr_eye_spacing_ratio,attr_eye_asymmetry,attr_iris_vertical_pos,attr_brow_length_ratio,attr_brow_thickness_ratio,attr_brow_tilt_deg,attr_brow_curvature,attr_brow_gap_ratio,attr_brow_eye_gap,attr_nose_length_ratio,attr_nose_width_ratio,attr_nose_bridge_depth,attr_nose_aspect,attr_nose_tip_angle,attr_mouth_width_ratio,attr_lip_thickness_ratio,attr_lip_ratio,attr_mouth_corner_angle,attr_forehead_height_ratio,attr_forehead_width_ratio,attr_chin_length_ratio,attr_jaw_width_ratio,attr_chin_angle_deg,attr_face_ratio,attr_upper_lower_ratio,attr_philtrum_length_ratio,attr_cheekbone_width_ratio,attr_cheekbone_protrusion,attr_cheekbone_position,eye_type,eyebrow_type,nose_type,mouth_type,forehead_type,chin_type,face_shape,philtrum_type,cheekbone_type
F0602_01_1_M.png,F0602,중,중,둥근형,올라간눈,좁음,대칭,정상,장,가늘,수평,완만,보통,좁음,중,좁음,높음,길쭉,보통,중,보통,아랫입술우세,수평,넓음,보통,보통,좁음,보통,길쭉,균형,보통,좁음,보통,보통,보통눈,초승달눈썹,보통코,일자입,높은이마,보통턱,계란형,보통인중,보통광대
F0603_01_1_M.png,F0603,소,단,보통,올라간눈,넓음,대칭,정상,장,보통,수평,직선,보통,좁음,중,넓음,보통,균형,매부리,중,보통,아랫입술우세,수평,넓음,보통,보통,보통,보통,보통,균형,보통,좁음,보통,보통,보통눈,일자눈썹,주먹코,일자입,높은이마,보통턱,계란형,보통인중,보통광대
F0604_01_1_M.png,F0604,소,단,세장형,수평,보통,대칭,정상,중,보통,수평,직선,좁음,좁음,장,보통,보통,길쭉,매부리,중,보통,아랫입술우세,올라간입,보통,좁음,보통,보통,뾰족,보통,균형,짧음,보통,보통,보통,보통눈,연미,보통코,보통입,좁은이마,보통턱,보통형,짧은인중,보통광대
F0606_01_1_M.png,F0606,대,장,둥근형,수평,보통,대칭,정상,중,가늘,하강형,직선,보통,좁음,장,보통,보통,길쭉,보통,대,보통,아랫입술우세,올라간입,보통,보통,보통,보통,보통,보통,균형,짧음,보통,돌출,보통,공작안,보통눈썹,보통코,보통입,보통이마,보통턱,계란형,짧은인중,보통광대
F0607_01_1_M.png,F0607,대,장,둥근형,수평,보통,비대칭,정상,장,가늘,하강형,직선,넓음,보통,단,보통,높음,균형,들창코,중,두꺼움,아랫입술우세,처진입,보통,넓음,보통,좁음,뾰족,길쭉,역삼각,짧음,보통,평탄,낮음,음양안,보통눈썹,들창코,받침입,보통이마,V라인턱,역삼각형,짧은인중,평평한광대
F0608_01_1_M.png,F0608,소,단,세장형,올라간눈,보통,대칭,정상,중,보통,수평,완만,좁음,좁음,단,좁음,높음,균형,보통,중,보통,아랫입술우세,수평,보통,보통,보통,좁음,뾰족,보통,균형,보통,좁음,평탄,보통,사안,연미,단코,일자입,보통이마,V라인턱,보통형,보통인중,평평한광대
F0609_01_1_M.png,F0609,대,장,둥근형,수평,보통,대칭,정상,단,가늘,수평,완만,보통,좁음,중,좁음,보통,균형,매부리,중,두꺼움,아랫입술우세,올라간입,좁음,좁음,보통,보통,뾰족,길쭉,균형,긴,넓음,보통,보통,공작안,초승달눈썹,보통코,복입,좁은이마,보통턱,긴형,긴인중,보통광대
F0610_01_1_M.png,F0610,중,중,보통,올라간눈,보통,대칭,정상,중,보통,수평,완만,보통,보통,중,보통,보통,균형,보통,대,보통,아랫입술우세,올라간입,보통,보통,보통,좁음,보통,보통,균형,짧음,좁음,보통,낮음,보통눈,초승달눈썹,보통코,보통입,보통이마,보통턱,계란형,짧은인중,낮은광대
F0611_01_1_M.png,F0611,중,중,둥근형,수평,보통,대칭,정상,장,가늘,수평,완만,보통,보통,중,보통,보통,길쭉,보통,대,얇음,아랫입술우세,수평,넓음,보통,보통,좁음,둥근,길쭉,균형,보통,보통,보통,낮음,도화안,초승달눈썹,보통코,보통입,높은이마,둥근턱,계란형,보통인중,낮은광대
F0612_01_1_M.png,F0612,중,중,보통,수평,보통,대칭,정상,중,가늘,수평,완만,보통,보통,단,보통,높음,균형,보통,중,두꺼움,아랫입술우세,수평,좁음,보통,짧음,좁음,뾰족,길쭉,균형,보통,좁음,평탄,보통,도화안,초승달눈썹,단코,받침입,좁은이마,V라인턱,긴형,보통인중,평평한광대
F0613_01_1_M.png,F0613,중,중,보통,수평,보통,대칭,정상,중,보통,하강형,아치형,보통,보통,중,좁음,보통,균형,들창코,대,보통,아랫입술우세,올라간입,좁음,보통,보통,보통,뾰족,보통,균형,보통,보통,보통,보통,도화안,초승달눈썹,들창코,보통입,좁은이마,보통턱,보통형,보통인중,보통광대
F0614_01_1_M.png,F0614,소,단,보통,올라간눈,보통,대칭,정상,중,가늘,수평,직선,좁음,좁음,중,보통,보통,균형,매부리,대,두꺼움,아랫입술우세,올라간입,보통,좁음,보통,보통,뾰족,보통,균형,짧음,보통,보통,보통,보통눈,일자눈썹,보통코,복입,좁은이마,보통턱,보통형,짧은인중,보통광대
F0615_01_1_M.png,F0615,중,중,보통,올라간눈,보통,대칭,정상,중,보통,하강형,완만,넓음,보통,중,보통,보통,균형,보통,대,얇음,아랫입술우세,수평,보통,보통,긴,보통,둥근,보통,균형,긴,보통,보통,낮음,보통눈,초승달눈썹,보통코,보통입,보통이마,둥근턱,계란형,긴인중,낮은광대
F0616_01_1_M.png,F0616,대,중,둥근형,처진눈,좁음,대칭,상삼백,장,가늘,상승형,완만,좁음,넓음,중,보통,보통,균형,매부리,중,보통,아랫입술우세,처진입,보통,보통,긴,넓음,보통,보통,균형,보통,보통,보통,높음,삼백안,초승달눈썹,보통코,보통입,보통이마,각턱,계란형,보통인중,보통광대
F0617_01_1_M.png,F0617,대,장,둥근형,수평,넓음,대칭,정상,단,가늘,수평,아치형,넓음,좁음,중,보통,보통,균형,보통,중,보통,아랫입술우세,수평,좁음,보통,보통,보통,보통,길쭉,균형,보통,보통,평탄,보통,공작안,초승달눈썹,보통코,일자입,좁은이마,보통턱,계란형,보통인중,평평한광대
F0618_01_1_M.png,F0618,중,중,보통,수평,보통,대칭,정상,중,보통,하강형,완만,보통,보통,중,보통,보통,균형,보통,중,두꺼움,아랫입술우세,올라간입,좁음,보통,보통,보통,보통,보통,균형,짧음,보통,보통,보통,도화안,초승달눈썹,보통코,복입,좁은이마,보통턱,계란형,짧은인중,보통광대
F0619_01_1_M.png,F0619,대,중,둥근형,수평,넓음,대칭,정상,단,보통,수평,완만,넓음,좁음,단,보통,낮음,넓적,보통,중,보통,아랫입술우세,수평,보통,보통,보통,좁음,보통,보통,균형,긴,좁음,보통,보통,도화안,초승달눈썹,단코,일자입,보통이마,보통턱,계란형,긴인중,보통광대
F0620_01_1_M.png,F0620,중,중,둥근형,수평,보통,대칭,정상,중,보통,수평,완만,보통,보통,장,보통,보통,균형,보통,중,보통,아랫입술우세,수평,보통,보통,보통,보통,둥근,보통,균형,짧음,보통,보통,낮음,도화안,초승달눈썹,보통코,일자입,보통이마,둥근턱,계란형,짧은인중,낮은광대
F0621_01_1_M.png,F0621,중,중,보통,수평,넓음,대칭,정상,중,보통,하강형,완만,넓음,보통,중,보통,보통,길쭉,보통,중,보통,아랫입술우세,수평,보통,넓음,보통,좁음,보통,보통,균형,보통,좁음,돌출,보통,도화안,초승달눈썹,보통코,일자입,보통이마,보통턱,계란형,보통인중,보통광대
F0622_01_1_M.png,F0622,소,장,세장형,수평,좁음,대칭,정상,단,가늘,하강형,완만,좁음,보통,단,좁음,보통,균형,들창코,중,보통,아랫입술우세,수평,보통,좁음,긴,넓음,보통,보통,균형,보통,넓음,보통,보통,학안,초승달눈썹,들창코,일자입,좁은이마,각턱,계란형,보통인중,보통광대
F0623_01_1_M.png,F0623,중,중,둥근형,수평,보통,대칭,정상,단,보통,하강형,아치형,넓음,넓음,중,보통,높음,길쭉,보통,중,두꺼움,아랫입술우세,수평,좁음,보통,짧음,보통,뾰족,보통,균형,보통,좁음,보통,보통,도화안,초승달눈썹,보통코,받침입,좁은이마,짧은턱,보통형,보통인중,보통광대
F0624_01_1_M.png,F0624,중,중,보통,수평,넓음,대칭,정상,중,보통,수평,완만,보통,보통,장,보통,보통,길쭉,보통,중,얇음,아랫입술우세,올라간입,넓음,보통,보통,보통,둥근,보통,균형,보통,보통,돌출,낮음,도화안,초승달눈썹,보통코,다문입,높은이마,둥근턱,계란형,보통인중,낮은광대
F0625_01_1_M.png,F0625,대,장,보통,수평,넓음,대칭,상삼백,장,굵은,하강형,직선,넓음,좁음,장,넓음,낮음,길쭉,보통,소,얇음,아랫입술우세,수평,넓음,보통,짧음,넓음,보통,넓적,균형,긴,보통,돌출,높음,삼백안,농미,주먹코,다문입,높은이마,짧은턱,둥근형,긴인중,높은광대
F0626_01_1_M.png,F0626,중,중,둥근형,수평,넓음,대칭,정상,중,보통,수평,완만,넓음,보통,장,보통,보통,길쭉,보통,중,보통,아랫입술우세,올라간입,보통,넓음,짧음,좁음,보통,길쭉,균형,보통,좁음,보통,보통,도화안,초승달눈썹,보통코,보통입,보통이마,짧은턱,계란형,보통인중,보통광대
F0627_01_1_M.png,F0627,소,단,세장형,수평,넓음,대칭,정상,단,보통,수평,아치형,좁음,보통,단,보통,높음,균형,보통,중,보통,아랫입술우세,수평,좁음,좁음,보통,넓음,보통,보통,균형,보통,넓음,평탄,낮음,보통눈,연미,단코,일자입,좁은이마,각턱,계란형,보통인중,평평한광대
F0628_01_1_M.png,F0628,대,장,둥근형,올라간눈,보통,대칭,정상,단,가늘,수평,완만,넓음,좁음,단,좁음,보통,균형,매부리,소,두꺼움,아랫입술우세,올라간입,좁음,보통,짧음,좁음,뾰족,길쭉,균형,긴,보통,보통,보통,용안,초승달눈썹,단코,앵두입,좁은이마,V라인턱,긴형,긴인중,보통광대
F0629_01_1_M.png,F0629,대,장,둥근형,처진눈,보통,대칭,정상,중,보통,상승형,아치형,넓음,넓음,단,넓음,보통,넓적,들창코,중,두꺼움,아랫입술우세,처진입,보통,넓음,짧음,좁음,뾰족,길쭉,균형,보통,보통,보통,높음,도화안,초승달눈썹,들창코,받침입,보통이마,V라인턱,긴형,보통인중,보통광대
F0630_01_1_M.png,F0630,중,중,보통,처진눈,보통,대칭,상삼백,중,보통,상승형,아치형,보통,넓음,중,좁음,낮음,균형,매부리,중,보통,아랫입술우세,처진입,보통,보통,짧음,보통,보통,보통,균형,보통,보통,평탄,높음,삼백안,초승달눈썹,보통코,보통입,보통이마,짧은턱,계란형,보통인중,평평한광대
F0631_01_1_M.png,F0631,중,장,보통,수평,넓음,비대칭,정상,장,굵은,하강형,직선,넓음,좁음,장,보통,높음,균형,들창코,소,보통,아랫입술우세,처진입,넓음,넓음,보통,넓음,뾰족,넓적,균형,짧음,넓음,보통,보통,음양안,농미,보통코,보통입,넓은이마,각턱,둥근형,짧은인중,보통광대
F0632_01_1_M.png,F0632,대,장,둥근형,처진눈,보통,비대칭,상삼백,장,가늘,상승형,완만,넓음,넓음,중,넓음,낮음,넓적,매부리,중,두꺼움,아랫입술우세,처진입,보통,넓음,짧음,보통,뾰족,길쭉,균형,보통,좁음,돌출,높음,음양안,초승달눈썹,주먹코,받침입,보통이마,짧은턱,긴형,보통인중,높은광대
F0633_01_1_M.png,F0633,대,장,둥근형,올라간눈,보통,대칭,정상,중,가늘,수평,완만,보통,보통,장,보통,보통,길쭉,보통,대,보통,아랫입술우세,올라간입,보통,보통,짧음,보통,둥근,길쭉,균형,짧음,보통,보통,낮음,용안,초승달눈썹,보통코,보통입,보통이마,둥근턱,계란형,짧은인중,낮은광대
F0634_01_1_M.png,F0634,중,중,보통,처진눈,보통,대칭,상삼백,중,굵은,상승형,아치형,보통,넓음,단,보통,보통,넓적,들창코,중,두꺼움,아랫입술우세,처진입,보통,넓음,보통,보통,보통,넓적,균형,보통,좁음,보통,높음,삼백안,보통눈썹,들창코,받침입,보통이마,보통턱,둥근형,보통인중,보통광대
F0635_01_1_M.png,F0635,중,장,보통,처진눈,좁음,대칭,상삼백,단,보통,상승형,아치형,보통,넓음,단,보통,보통,넓적,들창코,중,두꺼움,아랫입술우세,처진입,보통,넓음,보통,보통,보통,보통,균형,보통,보통,평탄,높음,삼백안,초승달눈썹,들창코,받침입,보통이마,보통턱,계란형,보통인중,평평한광대
F0636_01_1_M.png,F0636,중,단,보통,수평,좁음,대칭,정상,중,보통,수평,완만,좁음,보통,중,좁음,보통,균형,매부리,중,보통,아랫입술우세,수평,보통,좁음,보통,넓음,보통,넓적,균형,보통,넓음,보통,보통,도화안,연미,보통코,일자입,좁은이마,각턱,둥근형,보통인중,보통광대
F0637_01_1_M.png,F0637,중,단,보통,올라간눈,보통,대칭,정상,중,보통,수평,완만,좁음,보통,중,좁음,보통,균형,들창코,대,두꺼움,아랫입술우세,올라간입,좁음,좁음,보통,넓음,보통,넓적,균형,짧음,넓음,보통,보통,보통눈,연미,들창코,복입,좁은이마,각턱,둥근형,짧은인중,보통광대
F0638_01_1_M.png,F0638,소,중,세장형,수평,보통,대칭,정상,단,보통,수평,아치형,보통,보통,단,보통,높음,넓적,매부리,중,두꺼움,아랫입술우세,수평,좁음,좁음,보통,좁음,뾰족,보통,균형,짧음,보통,보통,보통,보통눈,초승달눈썹,단코,받침입,좁은이마,V라인턱,보통형,짧은인중,보통광대
F0639_01_1_M.png,F0639,중,중,보통,수평,보통,대칭,정상,중,보통,수평,직선,보통,좁음,중,보통,보통,균형,보통,중,얇음,아랫입술우세,수평,보통,보통,긴,보통,보통,보통,균형,보통,좁음,돌출,보통,도화안,일자눈썹,보통코,일자입,보통이마,긴턱,계란형,보통인중,보통광대
F0640_01_1_M.png,F0640,대,장,보통,처진눈,넓음,대칭,정상,장,굵은,상승형,직선,넓음,넓음,단,보통,높음,넓적,들창코,소,보통,아랫입술우세,처진입,보통,넓음,긴,넓음,둥근,보통,균형,보통,넓음,평탄,낮음,도화안,검미,들창코,보통입,보통이마,각턱,계란형,보통인중,평평한광대
F0641_01_1_M.png,F0641,중,중,보통,수평,보통,대칭,정상,단,보통,수평,아치형,보통,보통,중,보통,보통,균형,보통,대,보통,아랫입술우세,수평,보통,좁음,보통,보통,둥근,보통,균형,보통,보통,보통,낮음,도화안,초승달눈썹,보통코,보통입,좁은이마,둥근턱,계란형,보통인중,낮은광대
F0642_01_1_M.png,F0642,중,장,보통,처진눈,보통,대칭,정상,중,보통,상승형,아치형,넓음,넓음,단,보통,보통,균형,들창코,중,두꺼움,아랫입술우세,수평,보통,넓음,보통,보통,뾰족,길쭉,균형,보통,보통,보통,높음,도화안,초승달눈썹,들창코,받침입,보통이마,보통턱,긴형,보통인중,보통광대
F0643_01_1_M.png,F0643,중,장,보통,올라간눈,보통,대칭,정상,중,보통,수평,완만,보통,보통,중,넓음,보통,균형,들창코,대,얇음,아랫입술우세,수평,넓음,보통,긴,보통,보통,길쭉,균형,짧음,보통,보통,낮음,보통눈,초승달눈썹,들창코,보통입,높은이마,긴턱,계란형,짧은인중,낮은광대
F0644_01_1_M.png,F0644,중,중,둥근형,수평,보통,대칭,정상,중,보통,수평,완만,넓음,좁음,중,좁음,낮음,길쭉,보통,중,보통,아랫입술우세,올라간입,넓음,보통,짧음,좁음,보통,보통,균형,긴,좁음,돌출,보통,도화안,초승달눈썹,보통코,보통입,높은이마,짧은턱,계란형,긴인중,보통광대
F0645_01_1_M.png,F0645,소,중,보통,올라간눈,넓음,대칭,정상,단,가늘,수평,완만,보통,보통,중,보통,높음,균형,보통,대,보통,아랫입술우세,올라간입,좁음,좁음,보통,보통,뾰족,길쭉,균형,보통,넓음,평탄,보통,보통눈,초승달눈썹,보통코,보통입,좁은이마,보통턱,긴형,보통인중,평평한광대
F0646_01_1_M.png,F0646,소,단,세장형,올라간눈,보통,대칭,정상,중,가늘,수평,완만,좁음,보통,중,보통,높음,균형,보통,대,두꺼움,아랫입술우세,수평,좁음,좁음,보통,보통,보통,보통,균형,보통,보통,평탄,낮음,사안,초승달눈썹,보통코,받침입,좁은이마,보통턱,계란형,보통인중,평평한광대
F0647_01_1_M.png,F0647,소,단,세장형,수평,넓음,대칭,정상,중,보통,수평,완만,보통,보통,중,좁음,보통,균형,보통,중,보통,아랫입술우세,수평,넓음,보통,보통,좁음,보통,보통,균형,짧음,좁음,보통,보통,보통눈,초승달눈썹,보통코,일자입,높은이마,보통턱,계란형,짧은인중,보통광대
F0648_01_1_M.png,F0648,중,단,보통,올라간눈,보통,대칭,정상,중,굵은,수평,완만,보통,보통,중,좁음,보통,균형,보통,중,보통,아랫입술우세,수평,보통,보통,보통,보통,보통,넓적,균형,보통,좁음,보통,낮음,보통눈,보통눈썹,보통코,일자입,보통이마,보통턱,둥근형,보통인중,낮은광대
F0649_01_1_M.png,F0649,중,단,보통,올라간눈,보통,대칭,정상,중,보통,수평,완만,좁음,좁음,단,보통,높음,넓적,보통,중,보통,아랫입술우세,수평,보통,보통,보통,보통,보통,보통,균형,보통,좁음,평탄,낮음,보통눈,연미,단코,일자입,보통이마,보통턱,계란형,보통인중,평평한광대
F0650_01_1_M.png,F0650,중,중,보통,처진눈,보통,대칭,정상,중,보통,상승형,아치형,넓음,넓음,단,넓음,보통,넓적,들창코,소,두꺼움,아랫입술우세,처진입,넓음,넓음,보통,좁음,둥근,보통,균형,보통,보통,평탄,높음,도화안,초승달눈썹,들창코,받침입,넓은이마,둥근턱,계란형,보통인중,평평한광대
F0652_01_1_M.png,F0652,중,중,보통,올라간눈,넓음,대칭,정상,단,보통,수평,완만,보통,보통,중,넓음,보통,균형,보통,대,두꺼움,아랫입술우세,올라간입,좁음,좁음,보통,보통,뾰족,보통,균형,짧음,넓음,평탄,보통,보통눈,초승달눈썹,주먹코,복입,좁은이마,보통턱,보통형,짧은인중,평평한광대
F0653_01_1_M.png,F0653,중,단,보통,처진눈,좁음,대칭,상삼백,장,가늘,상승형,완만,좁음,넓음,단,좁음,높음,길쭉,들창코,소,보통,아랫입술우세,처진입,넓음,넓음,긴,보통,뾰족,길쭉,균형,보통,보통,평탄,높음,삼백안,초승달눈썹,들창코,보통입,넓은이마,긴턱,긴형,보통인중,평평한광대
F0654_01_1_M.png,F0654,대,중,둥근형,처진눈,넓음,대칭,정상,장,굵은,상승형,완만,넓음,넓음,단,좁음,보통,넓적,매부리,소,두꺼움,아랫입술우세,수평,넓음,넓음,짧음,좁음,뾰족,넓적,균형,긴,넓음,보통,높음,도화안,농미,단코,받침입,넓은이마,V라인턱,둥근형,긴인중,보통광대
F0655_01_1_M.png,F0655,소,단,보통,수평,넓음,대칭,정상,장,가늘,수평,완만,보통,보통,장,보통,보통,길쭉,보통,중,얇음,아랫입술우세,수평,보통,보통,보통,보통,보통,길쭉,균형,보통,좁음,돌출,보통,보통눈,초승달눈썹,보통코,일자입,보통이마,보통턱,계란형,보통인중,보통광대
F0656_01_1_M.png,F0656,중,중,보통,수평,보통,대칭,정상,장,가늘,수평,완만,넓음,보통,장,보통,낮음,길쭉,보통,중,보통,아랫입술우세,수평,보통,넓음,짧음,보통,보통,길쭉,균형,보통,좁음,돌출,보통,도화안,초승달눈썹,보통코,일자입,보통이마,짧은턱,계란형,보통인중,보통광대
F0657_01_1_M.png,F0657,중,단,보통,수평,넓음,대칭,정상,단,보통,하강형,완만,보통,좁음,중,좁음,보통,길쭉,보통,중,보통,아랫입술우세,수평,좁음,보통,보통,보통,보통,보통,균형,보통,보통,보통,보통,도화안,초승달눈썹,보통코,일자입,좁은이마,보통턱,계란형,보통인중,보통광대
F0658_01_1_M.png,F0658,중,중,보통,올라간눈,보통,대칭,정상,단,보통,수평,완만,보통,보통,중,좁음,보통,길쭉,보통,중,보통,아랫입술우세,수평,보통,보통,보통,보통,보통,보통,균형,보통,보통,보통,보통,보통눈,초승달눈썹,보통코,일자입,보통이마,보통턱,계란형,보통인중,보통광대
F0659_01_1_M.png,F0659,중,중,보통,올라간눈,좁음,대칭,정상,중,보통,상승형,완만,좁음,좁음,중,좁음,보통,균형,보통,중,보통,아랫입술우세,수평,보통,좁음,보통,보통,보통,넓적,균형,긴,보통,보통,보통,보통눈,연미,보통코,일자입,좁은이마,보통턱,둥근형,긴인중,보통광대
F0660_01_1_M.png,F0660,중,중,보통,올라간눈,보통,대칭,정상,중,보통,수평,완만,보통,좁음,중,보통,보통,균형,보통,중,두꺼움,아랫입술우세,올라간입,보통,보통,짧음,좁음,뾰족,보통,균형,짧음,좁음,보통,보통,보통눈,초승달눈썹,보통코,복입,보통이마,V라인턱,보통형,짧은인중,보통광대
F0661_01_1_M.png,F0661,중,중,보통,수평,넓음,대칭,정상,중,가늘,하강형,완만,보통,보통,중,보통,보통,균형,보통,대,보통,아랫입술우세,올라간입,보통,보통,보통,보통,보통,길쭉,균형,보통,보통,보통,보통,도화안,초승달눈썹,보통코,보통입,보통이마,보통턱,계란형,보통인중,보통광대
F0662_01_1_M.png,F0662,중,중,보통,수평,넓음,대칭,정상,중,보통,하강형,완만,넓음,보통,장,보통,보통,길쭉,보통,중,보통,아랫입술우세,올라간입,보통,넓음,짧음,좁음,보통,보통,균형,짧음,좁음,보통,보통,도화안,초승달눈썹,보통코,보통입,보통이마,짧은턱,계란형,짧은인중,보통광대
F0664_01_1_M.png,F0664,중,중,보통,수평,보통,대칭,정상,중,가늘,수평,완만,보통,보통,장,보통,보통,길쭉,보통,중,얇음,아랫입술우세,수평,보통,보통,보통,보통,둥근,길쭉,균형,긴,보통,보통,낮음,도화안,초승달눈썹,보통코,일자입,보통이마,둥근턱,계란형,긴인중,낮은광대
F0665_01_1_M.png,F0665,대,장,보통,올라간눈,보통,대칭,정상,장,굵은,수평,직선,넓음,보통,장,보통,낮음,길쭉,보통,소,얇음,아랫입술우세,수평,넓음,보통,짧음,넓음,보통,넓적,균형,보통,넓음,돌출,높음,용안,일자눈썹,보통코,다문입,높은이마,짧은턱,둥근형,보통인중,높은광대
F0666_01_1_M.png,F0666,소,중,세장형,올라간눈,넓음,대칭,정상,단,가늘,수평,완만,보통,좁음,중,넓음,보통,균형,보통,대,보통,아랫입술우세,수평,보통,보통,보통,넓음,보통,길쭉,균형,보통,보통,보통,보통,사안,초승달눈썹,주먹코,보통입,보통이마,각턱,계란형,보통인중,보통광대
F0667_01_1_M.png,F0667,중,중,보통,수평,좁음,대칭,정상,중,보통,하강형,직선,보통,좁음,장,좁음,보통,길쭉,보통,중,얇음,아랫입술우세,수평,보통,보통,긴,보통,보통,보통,균형,보통,보통,돌출,보통,도화안,보통눈썹,보통코,일자입,보통이마,긴턱,계란형,보통인중,보통광대
F0668_01_1_M.png,F0668,소,단,세장형,올라간눈,보통,대칭,정상,중,가늘,수평,완만,좁음,좁음,중,넓음,보통,균형,들창코,대,두꺼움,아랫입술우세,올라간입,좁음,좁음,짧음,넓음,뾰족,보통,균형,짧음,넓음,평탄,보통,사안,초승달눈썹,들창코,복입,좁은이마,짧은턱,각진형,짧은인중,평평한광대
F0669_01_1_M.png,F0669,대,장,보통,처진눈,보통,비대칭,상삼백,중,굵은,상승형,아치형,넓음,넓음,장,좁음,낮음,길쭉,들창코,소,얇음,아랫입술우세,수평,보통,넓음,보통,좁음,보통,보통,역삼각,긴,좁음,돌출,높음,음양안,보통눈썹,보통코,다문입,보통이마,보통턱,역삼각형,긴인중,높은광대
F0670_01_1_M.png,F0670,대,장,둥근형,수평,보통,대칭,정상,중,보통,수평,완만,넓음,좁음,중,보통,낮음,길쭉,매부리,중,보통,아랫입술우세,올라간입,넓음,넓음,짧음,좁음,보통,보통,균형,짧음,좁음,보통,보통,공작안,초승달눈썹,보통코,보통입,넓은이마,짧은턱,계란형,짧은인중,보통광대
F0671_01_1_M.png,F0671,대,장,보통,처진눈,넓음,대칭,상삼백,중,굵은,상승형,아치형,넓음,넓음,중,넓음,낮음,넓적,들창코,중,보통,아랫입술우세,처진입,보통,넓음,짧음,넓음,뾰족,넓적,균형,보통,넓음,돌출,높음,삼백안,보통눈썹,들창코,보통입,보통이마,짧은턱,둥근형,보통인중,높은광대
F0672_01_1_M.png,F0672,중,중,둥근형,올라간눈,보통,대칭,정상,중,보통,수평,완만,보통,보통,장,보통,낮음,길쭉,매부리,대,보통,아랫입술우세,올라간입,넓음,넓음,짧음,좁음,보통,보통,균형,짧음,좁음,돌출,보통,보통눈,초승달눈썹,보통코,보통입,넓은이마,짧은턱,계란형,짧은인중,보통광대
F0673_01_1_M.png,F0673,대,중,둥근형,처진눈,보통,대칭,상삼백,단,보통,상승형,아치형,보통,넓음,중,보통,낮음,넓적,매부리,중,두꺼움,아랫입술우세,처진입,보통,보통,보통,보통,보통,보통,균형,보통,보통,보통,높음,삼백안,초승달눈썹,보통코,받침입,보통이마,보통턱,계란형,보통인중,보통광대
F0674_01_1_M.png,F0674,중,중,보통,처진눈,보통,대칭,상삼백,중,보통,상승형,아치형,넓음,넓음,중,보통,낮음,균형,들창코,대,보통,아랫입술우세,처진입,보통,넓음,보통,보통,보통,보통,균형,짧음,보통,보통,높음,삼백안,초승달눈썹,들창코,보통입,보통이마,보통턱,계란형,짧은인중,보통광대
F0675_01_1_M.png,F0675,중,중,보통,수평,보통,대칭,정상,중,가늘,수평,완만,좁음,좁음,중,보통,보통,균형,보통,중,두꺼움,아랫입술우세,올라간입,좁음,좁음,짧음,보통,뾰족,보통,균형,짧음,보통,평탄,보통,도화안,초승달눈썹,보통코,복입,좁은이마,짧은턱,보통형,짧은인중,평평한광대
F0676_01_1_M.png,F0676,중,단,둥근형,처진눈,좁음,대칭,정상,장,가늘,상승형,직선,보통,넓음,단,좁음,높음,넓적,들창코,소,두꺼움,아랫입술우세,수평,보통,넓음,긴,좁음,보통,길쭉,균형,긴,보통,보통,높음,도화안,보통눈썹,들창코,받침입,보통이마,긴턱,계란형,긴인중,보통광대
F0677_01_1_M.png,F0677,소,단,세장형,수평,보통,대칭,정상,중,보통,하강형,완만,보통,보통,장,보통,보통,길쭉,보통,대,얇음,아랫입술우세,수평,보통,좁음,긴,보통,둥근,보통,균형,보통,보통,보통,보통,보통눈,초승달눈썹,보통코,보통입,좁은이마,둥근턱,계란형,보통인중,보통광대
F0678_01_1_M.png,F0678,중,중,보통,수평,보통,대칭,정상,장,보통,수평,직선,좁음,좁음,장,보통,낮음,균형,보통,대,두꺼움,아랫입술우세,올라간입,넓음,보통,짧음,좁음,뾰족,보통,균형,짧음,보통,돌출,보통,도화안,연미,보통코,복입,높은이마,V라인턱,보통형,짧은인중,보통광대
F0679_01_1_M.png,F0679,중,장,둥근형,수평,넓음,대칭,정상,중,가늘,수평,아치형,넓음,보통,중,보통,높음,길쭉,보통,대,보통,아랫입술우세,수평,보통,넓음,보통,좁음,보통,길쭉,균형,보통,좁음,보통,낮음,도화안,초승달눈썹,보통코,보통입,보통이마,보통턱,계란형,보통인중,낮은광대
F0681_01_1_M.png,F0681,중,중,보통,올라간눈,넓음,대칭,정상,중,보통,수평,완만,보통,보통,단,좁음,보통,균형,보통,중,보통,아랫입술우세,수평,보통,보통,짧음,보통,보통,넓적,균형,보통,보통,보통,낮음,보통눈,초승달눈썹,단코,일자입,보통이마,짧은턱,둥근형,보통인중,낮은광대
F0682_01_1_M.png,F0682,대,중,보통,처진눈,좁음,비대칭,상삼백,중,굵은,상승형,아치형,좁음,넓음,단,좁음,보통,넓적,들창코,중,보통,아랫입술우세,처진입,보통,좁음,긴,넓음,둥근,넓적,균형,보통,넓음,보통,높음,음양안,연미,들창코,보통입,좁은이마,각턱,둥근형,보통인중,보통광대
